Year,Election,Province,District Number,Party,Candidate name,"Candidate Gender L=Male, P=Female",Candidate list position
2024,DPR,RIAU ,RIAU II,PKS,Dr. NURSANITA,PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,PKS,"Dr. SYAHRUL AIDI MAAZAT, Lc., M.A.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,Ummat,"Dra. ROSMAWATI, Apt., M.Si.",PEREMPUAN,2
2024,DPR,RIAU ,RIAU II,PBB,Drs. YUSRO ABRAR,LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,Garuda,ELIS NUR HAYATI,PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,PDIP,"FADLAN, S.I.P.",LAKI - LAKI,6
2024,DPR,RIAU ,RIAU II,Perindo,"FERNANDA NAINGGOLAN, S.Pd.K.",LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Nasdem,"H. HUSNI THAMRIN, S.H.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,Golkar,H. M. HARRIS,LAKI - LAKI,3
2024,DPR,RIAU ,RIAU II,PKB,H. MAFIRION,LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Gerindra,"H. NURZAHEDI, S.E. alias EDDY TANJUNG",LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Golkar,H. SUKARMIS,LAKI - LAKI,5
2024,DPR,RIAU ,RIAU II,PKS,"H. TEGUH SAHONO, S.P.",LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,PBB,"HELDA YURISMI, S.Si.",PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,PKB,HENDRI,LAKI - LAKI,6
2024,DPR,RIAU ,RIAU II,Nasdem,Hj. ANDINA GUSTIANI,PEREMPUAN,2
2024,DPR,RIAU ,RIAU II,PDIP,Hj. SITI AISYAH,PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,Gerindra,"Hj. WITA FITRIANTI, S.H., M.Kn.",PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,PDIP,IAN P SIAGIAN,LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Perindo,"Ir. H. HASRUL, M.Si.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PKS,"Ir. H. MANSYUR HS., M.M.",LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,Golkar,"Ir. H. MOHAMAD IDRIS LAENA, M.H.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,Ummat,"Ir. H. NASRUN EFFENDI, M.T.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PAN,Ir. H. SAHIDIN,LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PSI,"Ir. LINDA MARIATY, M.T.",PEREMPUAN,2
2024,DPR,RIAU ,RIAU II,Ummat,"Ir. NAWASIR KADIR, M.M.",LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,Perindo,"IRENDA DESTIAN, S.H.",PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,PKN,IRWAN RIZAL,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,PSI,"JHON ROMI SINAGA, S.E.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PPP,"JON HENDRI HASAN, S.H.",LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,PBB,JUSSALIM,LAKI - LAKI,6
2024,DPR,RIAU ,RIAU II,PAN,"KOMPERENSI, S.P., M.Si.",PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,Gerindra,LAM ADILLAH ANANDA,LAKI - LAKI,6
2024,DPR,RIAU ,RIAU II,PPP,LILIK HIDAYATI M. S.,PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,Demokrat,M. NASIR,LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,Golkar,MARIA MANDALENA BR SILALAHI,PEREMPUAN,6
2024,DPR,RIAU ,RIAU II,PDIP,MARSIAMAN SARAGIH,LAKI - LAKI,5
2024,DPR,RIAU ,RIAU II,PKB,"MASITA, S.Ag., M.Pd.",PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,PKN,MEYLINA PATRICIA BEATRIX TAMBA,PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,Garuda,MISRA,LAKI - LAKI,5
2024,DPR,RIAU ,RIAU II,Buruh,Mohammad Ramdhoni,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,PPP,MUHAMMAD ANWAR,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,Garuda,MUHAMMAD CEH IQRO,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,PKN,MUHAMMAD FADHILE RAMADHAN,LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PBB,MUHAMMAD FAISAL,LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Gerindra,MUHAMMAD ROHID,LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PAN,MUHAMMAD TONAS,LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Demokrat,NASRIL,LAKI - LAKI,5
2024,DPR,RIAU ,RIAU II,PPP,NUR MULIASARI M. S.,PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,Gelora,"NURDIN, S.E., AK., M.M.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PKN,OCTAVERIUS WIRO,LAKI - LAKI,6
2024,DPR,RIAU ,RIAU II,Hanura,PARUHUM VINCENT FEODOR SIAHAAN,LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Perindo,PIKA SILVIRA DEWI,PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,PSI,R.BENHARD.S,LAKI - LAKI,3
2024,DPR,RIAU ,RIAU II,Gerindra,RAJAB PRIAMBADA,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,Gelora,RATNA WILIS,PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,Hanura,"RIFA OF GANEFO, S.Sos., M.M.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,PBB,"RITA SAHAGIA, S.E.",PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,PKB,"RIZA RAMLAN, S.I.Kom.",PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,Perindo,RIZKIA INSANI,PEREMPUAN,6
2024,DPR,RIAU ,RIAU II,Buruh,Rudi Agus,LAKI - LAKI,3
2024,DPR,RIAU ,RIAU II,Nasdem,RUDY ANTONIUS NATALION SINAGA,LAKI - LAKI,5
2024,DPR,RIAU ,RIAU II,Nasdem,"RUSDINUR, S.H., M.H.",LAKI - LAKI,3
2024,DPR,RIAU ,RIAU II,PAN,"SAARAH SYAHIRAH ERWIN, S.H., M.H.",PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,Perindo,SABRANI,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,PBB,SATRIAWAN,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,Buruh,Sayed Jufri Andi,LAKI - LAKI,6
2024,DPR,RIAU ,RIAU II,Hanura,SENI MARSELA,PEREMPUAN,6
2024,DPR,RIAU ,RIAU II,Buruh,Siti Julaeha,PEREMPUAN,2
2024,DPR,RIAU ,RIAU II,PSI,SRI MUTIA,PEREMPUAN,4
2024,DPR,RIAU ,RIAU II,Hanura,SRI WAHYUNI,PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,Gerindra,SRI WULANDARI,PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,Hanura,SUGANDA,LAKI - LAKI,5
2024,DPR,RIAU ,RIAU II,Buruh,"Suliadi, S.Sos., M.A.",LAKI - LAKI,1
2024,DPR,RIAU ,RIAU II,Demokrat,SURATINY SULESDIANINGRUM,PEREMPUAN,6
2024,DPR,RIAU ,RIAU II,Demokrat,"SUSAN EVITA SITINJAK, S.H., M.H.",PEREMPUAN,3
2024,DPR,RIAU ,RIAU II,Demokrat,SUYITNO,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,Gelora,SYAFRIA DODI,LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,PAN,"T. Zulmizan F. Assagaff, S.E., M.Si., Ak., CA.",LAKI - LAKI,4
2024,DPR,RIAU ,RIAU II,PKS,"TENGKU KESPANDIAR, S.T., M.M.",LAKI - LAKI,5
2024,DPR,RIAU ,RIAU II,Golkar,"TRIANA KRISANDINI TANDJUNG, B.Sc.",PEREMPUAN,2
2024,DPR,RIAU ,RIAU II,Demokrat,"TUMPAL NAIBAHO, S.E., M.M.",LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Ummat,WAHYU RAHAJENG,PEREMPUAN,5
2024,DPR,RIAU ,RIAU II,PKS,"WIWIEK HARTATI, S.Pd.",PEREMPUAN,6
2024,DPR,RIAU ,RIAU II,PKN,YON FAIZAL,LAKI - LAKI,2
2024,DPR,RIAU ,RIAU II,Golkar,"YULISMAN, S.Si., M.M.",LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Garuda,AGUSTINA AMPING,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PAN,"AJBAR, S.P.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKN,ALWI SUWITO,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKS,AMLIATI DURRIA,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gerindra,"ANDI M. ILHAM RUSALI MASDAR, S.A.P., M.Han.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Garuda,ARIS MUNANDAR,LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKS,BAMBANG PRASOJO,LAKI - LAKI,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PPP,BONGGALANGI',LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PSI,BUSMAN NUR,LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Buruh,DENI KUSWANTO,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKN,DIANA,PEREMPUAN,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PAN,"Dr. H. RAMLAN BADAWI, M.H.",LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PPP,"Dr. H. SAHBUDDIN, S.E., M.M.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Demokrat,"Dr. H. SUHARDI DUKA, M.M.",LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PDIP,"Dr. Ir. H. AGUS AMBO DJIWA, M.P.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PDIP,"Dr. ULFAH MAWARDI, M.Pd.",PEREMPUAN,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gerindra,Dra. Hj. RUSKATI ALI BAAL,PEREMPUAN,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Nasdem,Drs. H. ANWAR ADNAN SALEH,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Golkar,"Drs. H. IBNU MUNZIR, M.AP.",LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PAN,"Drs. H. MUKHTAR BELO, M.M.",LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PAN,"EKA MAYA SARI, S.K.M.",PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Garuda,ENDANG ISNAENI MR.,PEREMPUAN,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Buruh,ERNY SURYANTI SINAGA,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Garuda,FEBRI ARDIANSYAH,LAKI - LAKI,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Hanura,FIRMANSYAH,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Golkar,"H. ARWAN M. ARAS T., S.Kom.",LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gelora,"H. HAJRUL MALIK, S.Ag.",LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Nasdem,"H. MUHAMMAD JAYADI, S.Ag., S.H., M.H.",LAKI - LAKI,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PPP,H. RASAK,LAKI - LAKI,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gelora,HADIROH ABDULLAH,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Hanura,"HASRIANTO, S.I.P.",LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Golkar,Hj. ANNA MURTINA B.,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Nasdem,Hj. ENNY ANGGRAENY ANWAR,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Ummat,IWAN ROBERTO,LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PDIP,JUMRIAH,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKB,K.H. MUHAMMAD SYIBLI SAHABUDDIN,LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Hanura,KAMARIA UMAR,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Ummat,KURNIA MANFAATI,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKN,MARTONO MARSAID,LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKS,"MASYITA B. LOPA, S.E., M.M.",PEREMPUAN,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Perindo,Mayjen TNI (Purn.) SALIM S. MENGGA,LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Demokrat,"MUH. ZULFIKAR SUHARDI, S.IP.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Golkar,"MUHAMMAD BALYAH, S.H., M.H.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Demokrat,NEXRIANA,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Buruh,NURDJAINI,LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKN,NURHADI PURNOMO,LAKI - LAKI,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKB,NURNANENGSIH,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PSI,NURUL MUTMAINNAH AULIA,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gerindra,"PANJI BAYU WIDODO, S.E.",LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Perindo,"RAHEL, S.Pd.",PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKB,RAMLAH,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Nasdem,"RATIH MEGASARI SINGKARRU, M.Sc.",PEREMPUAN,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Demokrat,RINI RAMLI,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PDIP,"RIO MEWANGLO PAIPINAN, S.E.",LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKB,ROCKY BERNADIF PAOTONAN,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gelora,SAHARIL,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Hanura,SARA NOOR,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PPP,SITI LULUIYAH IMTIYAAZ FAHMI,PEREMPUAN,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Perindo,"SUDARSONO KARTAWIJAYA, S.Th.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Ummat,SUTIKNO,LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gerindra,SYAHRAN AHMAD,LAKI - LAKI,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PBB,SYAHRIAL,LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Perindo,SYARIFAH NURHAYATI,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Gelora,SYAWALUDDIN,LAKI - LAKI,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PSI,TALITHA MAHSA ISLAMEY,PEREMPUAN,4
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PBB,"TOMMI AHPER ARNAS, S.H.",LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PSI,USMAN,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Ummat,WAHYU TUNGGUL WASESO,LAKI - LAKI,2
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PBB,YENNI MEI ARNAS,PEREMPUAN,3
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,PKS,"YUKI PERMANA, S.T.",LAKI - LAKI,1
2024,DPR,SULAWESI BARAT,SULAWESI BARAT,Buruh,YULI SUPIYATI,PEREMPUAN,3
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PDIP,"A. ARMAL AL HAKAM, S.P.",LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKS,A. M. IQBAL PAREWANGI,LAKI - LAKI,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Ummat,"ABDUL RACHMAN SAPPARA, S.E.",LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Ummat,ABDULLAH AWING,LAKI - LAKI,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Garuda,ACHMAD MUKARRADIN,LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PSI,AFRIANI FEBRIANTI AMIR,PEREMPUAN,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PPP,AISAH RAHMAN,PEREMPUAN,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Buruh,"Akhmad Rianto, S.H.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PDIP,"ANDI FARAHDIBA SYAHRIR PUTRI, S.E., M.M.",PEREMPUAN,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Garuda,ANDI HAERIAH ARIFIN,PEREMPUAN,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PAN,ANDI IRWAN SMB.,LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKB,"ANDI TENRI PADA M., S.K.M.",PEREMPUAN,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PSI,ANDRI WIDHIARTO,LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gerindra,"ANHAR RAHMAN, S.Sos.",LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PAN,"Apt. PUTRI UTAMI MUIS, S.Farm.",PEREMPUAN,3
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gelora,"ARIF ATUL MAHMUDA DULLAH, S.K.M., M.Kes.",LAKI - LAKI,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gerindra,"ARIS TITTI, S.E.",LAKI - LAKI,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gelora,"ASMAWATI, A.Md.Ft.",PEREMPUAN,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Perindo,ASRIANI R,PEREMPUAN,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Ummat,"ASTERIDA INDRIASTUTI KUSUMAWADHANI, S.Si.",PEREMPUAN,3
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gelora,AWALUDDIN SIGA,LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Nasdem,AZHAR USMAN,LAKI - LAKI,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PSI,"Benidiktus Papa, S.T.",LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PSI,Desy Sucianti,PEREMPUAN,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gelora,"DIRHAM H.S., S.Sos., M.M.",LAKI - LAKI,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PDIP,"Dr. ABDUL TALIB MUSTAFA, S.I.P., M.Si.",LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Golkar,"Dr. AJIEP PADINDANG, S.E., M.M.",LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Demokrat,"Dr. Dra. Andi Nurpati, M.Pd.",PEREMPUAN,2
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKS,"Dr. H. ARIADY ARSAL, S.P., M.Si.",LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gerindra,"Dr. H. AZIKIN SOLTHAN, M.Si.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PPP,"Dr. H. M. AMIR USKARA, M.Kes.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Perindo,"Dr. H. RAHMAN SYAH, S.S., M.Si.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Demokrat,"Dr. H. SINDAWA TARANG, S.H., M.M., M.H.",LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gelora,Dr. H. SYAMSARI,LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKB,"Dr. H. SYAMSU RIZALMI, S.Sos., M.Si.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKN,"Dr. H. ZAENAL ARIFIN SAHABUDDIN, S.E., M.Si.",LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKS,dr. Hj. A. KASMAWATI Z. BASALAMAH,PEREMPUAN,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PBB,"Dr. ISMAIL HAMID, S.E., M.M.",LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gerindra,"Dr. JAHIDIN, S.I.P., M.Si.",LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Perindo,"Dr. JAN SAMUEL MARINGKA, S.H., M.H.",LAKI - LAKI,2
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PBB,"Dr. JOHARI RUGANI, M.A.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Nasdem,"Dr. NASIR, S.Sos., M.Si.",LAKI - LAKI,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKS,"Dr. SUBHAN DJAYA M, S.I.P., S.E., S.H., M.Si., M.H.",LAKI - LAKI,3
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PAN,"Dr. USMAN LONTA, S.Ag., M.Pd.",LAKI - LAKI,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Ummat,Dra. Hj. MASNIAR,PEREMPUAN,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PAN,"Drs. ABD. GANI, M.Pd.I.",LAKI - LAKI,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PAN,"Drs. H ASHABUL KAHFI, M.Ag.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Demokrat,"Drs. H. A. MUSTAMAN, M.M.",LAKI - LAKI,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKB,Drs. H. BAHAR NGITUNG,LAKI - LAKI,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Golkar,"Drs. HAMKA B. KADY, M.S.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PDIP,Drs. I MADE MERADA,LAKI - LAKI,7
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Demokrat,"Drs. Idris Kadir, S.H., M.Hum.",LAKI - LAKI,3
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Hanura,Drs. M NATSIR DM BCKU,LAKI - LAKI,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Ummat,Drs. SATUHANG DG. SE'RE,LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Golkar,EMIL ABENG,LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Buruh,Endang Wahyuni,PEREMPUAN,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PBB,"ERIANI DG. KILAT, S.M.",PEREMPUAN,3
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Golkar,"ERNAWATI TAHANG, S.E.",PEREMPUAN,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Hanura,"ESAN LAMBAN, S.Sos., M.Si.",LAKI - LAKI,1
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Golkar,FAROUK M. BETTA,LAKI - LAKI,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gerindra,"FEBY WARDANI RUSDY, S.KM.",PEREMPUAN,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Hanura,"FITRI NELLA, S.E.",PEREMPUAN,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PAN,"GHINA SORAYA, S.E.",PEREMPUAN,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Demokrat,"H. ABDUL RACHMAT NOER, S.E.",LAKI - LAKI,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Perindo,H. ABDUL RAHMAN N,LAKI - LAKI,4
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Nasdem,"H. ACHMAD DG SERE, S.Sos., M.A.P.",LAKI - LAKI,8
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKS,H. ANDI TAHAL FASNI,LAKI - LAKI,2
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKB,"H. HARUNA, S.E., M.M.",LAKI - LAKI,2
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PDIP,"H. MUH. SUDIRMAN H.R., S.E.",LAKI - LAKI,5
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PKS,H. MUHAMMAD ASRI,LAKI - LAKI,6
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,PAN,"H. MUKHTAR TOMPO, S.Psi., M.A.P., M.Sos.",LAKI - LAKI,2
2024,DPR,SULAWESI SELATAN ,SULAWESI SELATAN I,Gerindra,H. NAJMUDDIN,LAKI - LAKI,5
